Sampling Location,Duplicate Sample,Sample Date,Sample Time,Weather Condition (Dry or Wet),Top Sample Temperature (ºC),Bottom Sample Temperature (ºC),Site Actual Depth (ft),Top Sample Depth(ft),Bottom Sample Depth (ft),Top Salinity  (psu),Bottom Salinity  (psu),Top Conductivity (S/m),Bottom Conductivity (S/m),"CTD (conductivity, temperature, depth profiler) Top Dissolved Oxygen (mg/L)","CTD (conductivity, temperature, depth profiler) Bottom Dissolved Oxygen (mg/L)",Percentage O2 Saturation Top Sample,Percentage O2 Saturation Bottom sample,Light Trans (% transparency) Top Sample,Light Trans (% transparency) Bottom Sample,Top Sigma-T (kg/m3),Bottom Sigma-T (kg/m3),Top Fluorometer (mg/m3),Bottom Fluorometer mg/m3,"CTD (conductivity, temperature, depth profiler) PH Top Sample","CTD (conductivity, temperature, depth profiler) PH Bottom Sample",Top Sample Photosysthetically Active Radiation Reference (400-700nm light (uE/S),Top Sample Par (uE/S m2),Bottom Sample Par uE/S (uE/S m2),Oxidation Reduction Potential (mV) Top Sample,Oxidation Reduction Potential (mV) Bottom Sample,Current Speed (knot),Current Direction (Current Direction),Wind Speed (mph),Wind Direction (Wind Direction),Sea State ,Winkler Method Top Dissolved Oxygen (mg/L),Winkler Method Bottom Dissolved Oxygen (mg/L),Secchi Depth (ft),Top PH,Bottom PH,Top Total Coliform Cells/100 mL,Top Bottom Coliform Cells/100 mL,Fecal Coliform Top Sample Less Than or Greater Than Result,Fecal Coliform Bottom Sample Less Than or Greater Than Result,Top Fecal Coliform Bacteria (Cells/100mL),Bottom Fecal Coliform Bacteria (Cells/100mL),Enterococcus Top Sample Less Than or Greater Than Result,Enterococcus Bottom Sample Less Than or Greater Than Result,Top Enterococci Bacteria (Cells/100mL),Bottom Enterococci Bacteria (Cells/100mL),Top Nitrate/Nitrite (mg/L),Bottom Nitrate/Nitrite (mg/L),Top Ammonium (mg/L),Bottom Ammonium (mg/L),Top Ortho-Phosphorus (mg/L),Bottom Ortho-Phosphorus (mg/L),Top Total Kjeldhal Nitrogen (mg/L),Bottom Total Kjeldhal Nitrogen (mg/L),Top Silica (mg/L),Bottom Silica (mg/L),Total Phosphorus(mg/L),Bottom Total Phosphorus (mg/L),Top Total Suspended Solid (mg/L),Bottom Total Suspended Solid (mg/L),Top Active Chlorophyll 'A' (µg/L),Bottom Active Chlorophyll 'A' (µg/L),Chlorophyll Top Sample Field (u/L (YSI),Chlorophyll Bottom Sample Field (u/L (YSI),TOP Total Organic Carbon (mg/L),Top Dissolved Organic Carbon (mg/L),Bottom Dissolved Organic Carbon (mg/L),Top Dissolved Organic Carbon YSI (mg/L),Bottom Dissolved Organic Carbon YSI (mg/L),Top Sample Depth  YSI (ft),Bottom Depth  YSI (ft),Top Sample Salinity YSI (psu),Bottom Sample Salinity YSI (psu),Top Sample Temperature  YSI (ºC),Bottom Sample Temperature YSI (ºC),Top Bacteria # per C.C. 1909,Bottom Bacteria # per C.C. 1909,Top Beam Attenuation Coefficient,Bottom Beam Attenuation Coefficient,Top Five-Day Biochemical Oxygen Demand(mg/L),Bottom Five-Day Biochemical Oxygen Demand(mg/L),Top PCB Plate Count (Thous/mL) ,Bottom PCB plate Count (Thous/mL) ,Top Coliform (Log No/mL),Bottom Coliform (Log No/mL),Oakwood BOD Top Sample (mg/L) ,Oakwood BOD Bottom Sample(mg/L),Oakwood  Total Suspended Solid Top Sample  (mg/L),Oakwood Total Suspended Solid Bottom Sample (mg/L),Top Turbidity( Nephelometric Turbidity Units),Bottom Turbidity YSI (Nephelometric Turbidity Units),Sampling Comment,Long,Lat,Type
N5,,8/18/1914,10:19 AM,,23.4,23,49,,,26.6,28.7,,,,,,,,,,,,,,,,,,,,,,,,,3.89,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,5/16/2011,5:06 PM,Wet,13.82,12.75,48,3,45,12.22,21.36,1.6,2.61,7.94,7.59,82.83,81.87,23.35,18.53,8.68,15.9,4.9498,6.6514,7.62,7.67,282.34,,,164.932,170.897,2,S,3,SE,2,8.47,7.93,1,7.25,7.31,,,,,210,,,,58,,0.289,,0.3,,,,0.807,,2.708,,0.122,,32,44,1.7,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,3/5/1912,7:00 AM,,0.6,,,1,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/12/1923,11:45 AM,,22.8,22.2,40,,,25.9,26.95,,,,,,,,,,,,,,,,,,,,,SL,,,,0.97,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/14/1923,9:35 AM,,21.1,21.1,49,,,23.8,25.2,,,,,,,,,,,,,,,,,,,,,N,,,,1.48,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/25/1962,10:00 AM,,23.3,22.8,49,,,29.05,27.3,,,,,,,,,,,,,,,,,,,,,S,,,,1.3,1.5,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/26/1973,9:15 AM,,22.2,22.2,,,,21.5,21.5,,,,,,,,,,,,,,,,,,,,,S,,,,2.3,2.5,,,,49000,110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.4,,,,,,-73.97,40.735333,Permanent
N5,,6/13/1951,10:10 AM,,17.8,17.2,49,,,18.9,18.55,,,,,,,,,,,,,,,,,,,,,S,,,,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.34,0.49,1,1,,,,,,,,-74.03,40.7045,Permanent
E2,,8/21/1957,10:30 AM,,23.3,22.8,40,,,28.35,28.7,,,,,,,,,,,,,,,,,,,,,SW,,,,0.7,1,,,,1100,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0.202,0.205,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/8/1942,,,22.2,20,49,,,15.4,25.2,,,,,,,,,,,,,,,,,,,,,,,,,3.92,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3.6,2,3,2,,,,,,,,-74.03,40.7045,Permanent
E2,D,8/11/2003,,Wet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,3.27,5,7.3,,,,,,,,,,18,,0.318,,0.455,,0.129,,1.88,,2.07,,0.19,,19.4,10.8,3.06,,,,,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/8/1920,9:35 AM,,21,21,49,,,21.35,23.8,,,,,,,,,,,,,,,,,,,,,EB,,,,3.08,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/25/1915,9:55 AM,,23.1,22.8,49,,,22.05,24.15,,,,,,,,,,,,,,,,,,,,,EB,,,,2.88,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/17/2006,3:29 PM,Dry,22.7,20.37,49,,46,18.84,25.01,2.9,3.57,4.91,4.95,63.64,63.61,,,11.81,17.07,,,,,,,,107.835,110.387,1,N,5,W,1,5.63,5.82,4,7.39,7.5,,,,,34,,,,2,,0.32,,0.312,,0.089,,1.372,,1.85,,0.125,,9,31,2.43,,,,,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/22/1909,11:20 AM,,20.5,,,1,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/17/1940,2:25 PM,,21.1,20.6,49,,,16.8,22.4,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,0.21,1,1,,,,,,,,-74.03,40.7045,Permanent
N5,,4/12/2000,1:58 PM,Wet,9.14,7.66,43,3.3,29.5,2.11,2.88,2.77,3.57,18.98,19.9,,,,,1.43,2.15,,,,,,,,,,,S,10,NW,1,,,1.5,7.53,,,,,,,,,,,,0.554,,0.214,,0.047,,1,,,,0.108,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/9/1972,10:35 AM,,22.8,22.2,,,,25.7,26.8,,,,,,,,,,,,,,,,,,,,,N,,,,3.3,3.8,,,,350000,540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,2.2,,,,,,-74.03,40.7045,Permanent
N5,,8/20/1956,10:30 AM,,22.8,22.2,49,,,28,28.7,,,,,,,,,,,,,,,,,,,,,S,,,,2.8,3.2,,,,210,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.157,0.1,,,,,,,,,,-74.03,40.7045,Permanent
N5,,3/19/2007,4:09 PM,Wet,2.63,3.11,47,5,40,11.16,18.88,1.1,1.81,9.75,9.39,77.36,79.48,,,8.91,15.04,,,,,,,,94.519,103.012,1.9,SW,10,SW,2,13.16,12.27,1.5,7.7,7.79,,,,,22,,,,19,,0.563,,0.322,,0.52,,1.48,,3.61,,0.114,,7.2,38.4,2.45,,,,,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/24/1953,9:50 AM,,20.6,20,40,,,23.8,23.45,,,,,,,,,,,,,,,,,,,,,N,,,,0.1,3.9,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.001,0.018,,,,,,,,,,-73.97,40.735333,Permanent
N5,,5/29/2012,6:26 PM,Dry,20.62,17.79,49,3,49,18.16,27.72,2.69,3.71,6.24,7.27,77.3,90.32,,,11.82,19.76,21.8171,9.5536,,,,,,,,SLK,,8,SW,1,7.66,,3.5,7.62,,,,,,34,,,,11,,0.387,,0.247,,,,0.656,,1.62,,0.114,,7,,2.8,,,,,2.82,,,,,,,,,,,,,,,,,,,,,,,,,,kemmerer used to sample,-74.03,40.7045,Permanent
E2,,9/21/2015,9:13 AM,Dry,23.49,23.48,48,3,42,25.71,25.73,3.91,3.91,4.34,4.29,59.19,58.54,79.32,78.67,16.76,16.79,1.4905,1.5918,,,,3715.7,0.13,313.903,319.128,1.4,S,10,NNE,1,5,4.49,4,7.32,7.33,,,,,40,,,,3,,0.508,,0.3,,,,0.419,,3.394,3.4,0.223,,21,19,1.79,,,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,6/3/1959,9:55 AM,,18.3,17.8,49,,,22.75,25.9,,,,,,,,,,,,,,,,,,,,,S,,,,4.3,5.4,,,,460,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/16/1928,10:45 AM,,24.4,23.9,49,,,21.7,24.15,,,,,,,,,,,,,,,,,,,,,N,,,,1.78,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/19/1913,2:30 PM,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,19.2,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/14/2014,10:25 AM,Wet,20.85,20.81,52,3,48,22.13,22.28,3.23,3.25,5.4,5.45,68.77,69.36,53.82,53.49,14.77,14.89,1.5547,1.5224,,,489.06,606.82,0,299.394,312.947,3,E,0~3,VAR,1,5.68,5.66,2,7.5,7.51,,,>,,"2,000",,,,46,,0.326,,0.233,,,,0.63,,1.57,1.48,0.086,,24,28,2.34,,,,,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/22/1933,10:15 AM,,22.2,22.2,40,,,25.9,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,2.19,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/21/1954,10:05 AM,,21.7,21.7,40,,,27.65,27.65,,,,,,,,,,,,,,,,,,,,,N,,,,1,1.1,,,,460,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0.57,0.71,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/27/1913,9:35 AM,,3.04,,,1,23.3,,,,,,,,,,,,,,,,,,,,,,,Ebb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/2/2003,10:45 AM,Wet,,,49,,,,,,,,,,,,,,,,,,,,,,,,,N-1.0,16,N,2,8.01,7.1,3,7.2,7.32,,,,,108,,,,88,,0.539,,0.284,,0.08,,0.859,,2.68,,0.1,,12.7,8,1.81,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,6/30/1998,10:43 AM,,20.99,20.79,44,3.28,36.08,20,20.45,2.96,3,4.99,,63.07,,65.79,69.07,13.12,13.51,,,,,4.19,3.7,,,,,N,3,W,1,5.12,4.75,5,7.34,7.36,,,,,1180,723,,,,,0.352,,0.415,,,,1.14,,1.19,,0.142,,6,7,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,6/9/1971,11:03 AM,,17.2,17.2,,,,23.9,23.9,,,,,,,,,,,,,,,,,,,,,S,,,,6.4,6.2,,,,49000,130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,3.3,,,,,,-74.03,40.7045,Permanent
E2,,2/19/1997,11:00 AM,,3.9,3.89,44,3.28,36.08,20.12,20.11,1.96,1.96,11.66,11.6,101.54,100.93,66.41,65.8,15.98,15.97,0.44,1.3,,,4.09,4.19,,,,,W,6,W,1,10.92,10.74,4,7.63,7.66,,,,,,,,,,,0.428,,0.544,,0.084,,0.932,,,,0.131,,12,80,6.8,,,,,,,,,,,,,,,,,,,1.5,1.6,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,9/19/1913,10:05 AM,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,19.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/24/1928,10:25 AM,,25.6,23.3,49,,,10.15,16.45,,,,,,,,,,,,,,,,,,,,,S,,,,3.02,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,5/28/2013,4:06 PM,Dry,15.57,13.67,47,3,45,16.94,24.33,2.25,3,7.04,7.2,78.33,80.68,5.25,5.13,11.99,18.02,15.0711,19.5579,,,811.1,52.96,0,,,1.4,S,calm,,1,7.36,7.42,2.5,7.58,7.69,,,,,75,,,,4,,0.451,,0.242,,,,0.779,,2.13,,0.115,,9,11,5.56,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,8/29/1973,10:27 AM,,24.4,23.9,,,,25,24.8,,,,,,,,,,,,,,,,,,,,,N,,,,2.9,2.5,,,,49000,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,2.1,,,,,,-74.03,40.7045,Permanent
E2,,11/10/1992,12:59 PM,,11.75,11.74,54,2,14,22.96,23.04,2.72,2.73,,,,,,,17.3,17.36,,,,,,,,,,,W,,,,6.94,7.06,8,7.45,7.5,,,,,,,,,,,0.67,,0.57,,0.11,,,,,,0.19,,9,9,2.3,,,,,,,,,,,,,,,,,,,,,,,,,1.6,1.3,,,,,,-73.97,40.735333,Permanent
E2,,10/5/2015,9:11 AM,Dry,18.36,18.36,53,3,50,24.98,24.92,3.42,3.41,6.02,6.04,74.41,74.56,74.63,74.41,17.53,17.49,0.9853,0.9854,,,,994.82,0,323.583,324.791,2,S,10,NNE,1,6.59,6.64,4,7.55,7.56,,,,,"1,130",,,,14,,0.509,,0.373,,,,0.719,,3.713,3.624,0.207,,20,20,1.64,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,8/5/1964,10:00 AM,,21.7,21.7,49,,,26.25,26.25,,,,,,,,,,,,,,,,,,,,,S,,,,2.9,3.8,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/26/1972,10:32 AM,,21.7,21.1,,,,22.7,23.1,,,,,,,,,,,,,,,,,,,,,N,,,,3.9,3.5,,,,33000,70000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.3,,,,,,-74.03,40.7045,Permanent
N5,,9/10/1996,2:00 PM,,25.2,23.81,49,3.28,42.64,17.53,23.97,2.86,3.69,5.39,3.96,72.55,53.95,60.19,68.4,10.14,15.37,15.59,11.77,,,5.08,3.8,,,,,S,10,N/W,1,6.5,4.73,4,7.48,7.46,1700,1300,,,,,,,,,0.41,,0.276,,0.104,,0.824,,,,0.154,,10,16,12,,,,,,,,,,,,,,,,,,,1.6,0.8,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,10/27/1994,1:47 PM,,11.45,11.37,53,1,16,27.56,27.65,3.18,3.19,,,,,,,20.92,21,,,,,,,,,,,N,,,,6.64,5.94,6.5,7.73,7.81,,,,,,,,,,,0.59,,0.43,,0.13,,,,,,0.17,,13,21,3.2,,,,,,,,,,,,,,,,,,,,,,,,,2.1,1.5,,,,,,-74.03,40.7045,Permanent
N5,,8/14/1925,11:55 AM,,25,23.9,49,,,18.2,24.85,,,,,,,,,,,,,,,,,,,,,S,,,,3.44,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,9/20/2010,10:19 AM,Dry,20.54,20.51,45,3,48,24.42,24.45,3.51,3.51,4.49,4.5,57.77,57.8,81.39,81.18,16.58,16.61,6.7009,6.9233,8.16,8.17,2040.6,153.67,0,182.817,184.001,1.8,S,19,N,1,5.5,5.49,5.5,7.24,7.28,,,,,65,,E,,4,,0.406,,0.391,,,,1.44,,1.59,,0.192,,8.6,10,0.9,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,8/6/2007,1:22 PM,Dry,24.33,24.34,45,4,36,24.24,24.27,3.77,3.77,3.09,2.88,42.58,39.71,,,15.43,15.44,1.8658,1.8554,,,839.91,52.93,0,110.125,110.47,2.5,N,10,S,1,3.8,3.81,5,7.29,7.3,,,,,9,,,,7,,0.435,,0.456,,,,0.873,,1.58,,0.15,,8.62,15,1.77,,,,,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,3/27/1996,10:39 AM,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,E,7,N,1,12.23,12.08,3,7.89,7.99,,,,,,,,,,,0.35,,0.66,,0.058,,1.35,,,,0.12,,36,22,17.6,,,,,,,,,,,,,,,,,,,2.9,2.7,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,6/22/1981,10:44 AM,,21.1,20.6,,,,25.8,25.6,,,,,,,,,,,,,,,,,,,,,E,,,,3.4,3.1,,,,70000,49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.4,,,,,,-73.97,40.735333,Permanent
E2,,6/22/1981,10:44 AM,,21.1,20.6,,,,25.8,25.6,,,,,,,,,,,,,,,,,,,,,E,,,,3.4,3.1,,,,70000,49000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.4,,,,,,-73.97,40.735333,Permanent
E2,,6/2/1982,9:49 AM,,17.2,17.2,,,,22.6,22.6,,,,,,,,,,,,,,,,,,,,,W,,,,4,3,,,,11000,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.4,,,,,,-73.97,40.735333,Permanent
E2,,6/2/1982,9:49 AM,,17.2,17.2,,,,22.6,22.6,,,,,,,,,,,,,,,,,,,,,W,,,,4,3,,,,11000,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,2.4,,,,,,-73.97,40.735333,Permanent
N5,D,6/26/2000,,Dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.13,6.59,3,7.14,7.2,,,,,50,,,,,,0.33,,0.253,,0.067,,0.325,,2.656,,0.049,,5.6,9.8,2.25,,,,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,7/9/1958,9:30 AM,,22.8,21.7,49,,,16.45,24.5,,,,,,,,,,,,,,,,,,,,,SW,,,,5.6,3.6,,,,240,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,8/3/1949,1:30 PM,,24.4,23.9,40,,,28,28.35,,,,,,,,,,,,,,,,,,,,,N,,,,1.2,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/9/1913,11:42 AM,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,Flood,,,,21.4,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/13/2004,2:05 PM,Dry,24.1,22.38,45,4,44,12,22.55,1.98,3.39,,,62.83,50.09,64.09,76.92,6.29,14.69,,,,,,,,,,2.3,S,7,SW,1,5.39,4.71,4.5,7.58,7.68,,,,,62,,,,7,,0.393,,0.234,,0.11,,0.628,,1.67,,0.124,,7.3,27.7,2.54,,2.01,,,3.7,,4.92,3.81,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/15/1926,2:15 PM,,20.6,20.6,40,,,25.2,25.2,,,,,,,,,,,,,,,,,,,,,N,,,,2.18,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
N5,,7/9/1964,3:35 PM,,19.4,19.4,49,,,25.55,26.95,,,,,,,,,,,,,,,,,,,,,,,,,3,2.6,,,,1100,1100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/7/1916,11:00 AM,,23.3,22.5,49,,,21.35,23.8,,,,,,,,,,,,,,,,,,,,,SL,,,,2.42,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,9/30/1980,12:07 PM,,20.6,20,,,,26.9,28,,,,,,,,,,,,,,,,,,,,,N,,,,3.6,3.4,,,,33000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.2,,,,,,-74.03,40.7045,Permanent
N5,,9/30/1980,12:07 PM,,20.6,20,,,,26.9,28,,,,,,,,,,,,,,,,,,,,,N,,,,3.6,3.4,,,,33000,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,1.2,,,,,,-74.03,40.7045,Permanent
E2,,6/18/1958,9:45 AM,,17.2,16.7,40,,,24.5,24.85,,,,,,,,,,,,,,,,,,,,,N,,,,4.1,4.3,,,,460,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,7/3/1940,9:50 AM,,18.3,18.3,40,,,23.1,22.4,,,,,,,,,,,,,,,,,,,,,,,,,3.21,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.365,1,2,,,,,,,,-73.97,40.735333,Permanent
N5,,6/30/1971,10:15 AM,,22.2,21.7,,,,22.2,23.3,,,,,,,,,,,,,,,,,,,,,S,,,,2.9,2,,,,46000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,2.6,,,,,,-74.03,40.7045,Permanent
E2,,7/9/2007,1:27 PM,Dry,20.3,19.85,54,4,50,24.41,24.38,3.49,3.45,3.5,3.28,44.78,41.67,,,16.63,16.72,1.4345,1.6678,,,1864.7,185.97,0,,,1.6,E,6,SW,1,4.18,4.2,5,7.13,7.02,,,,,1,,,,1,,0.342,,0.5,,0.142,,1.58,,1.45,,0.184,,12.75,12,1.39,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,6/24/1937,11:40 AM,,21.7,21.1,40,,,18.55,20.3,,,,,,,,,,,,,,,,,,,,,S,,,,2.54,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.97,40.735333,Permanent
E2,,12/2/1993,12:36 PM,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,9.27,9.12,3,7.6,7.67,,,,,,,,,,,0.52,,0.39,,0.094,,,,,,0.15,,21,31,1.3,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.7,,,,,,-73.97,40.735333,Permanent
N5,,3/10/1999,2:53 PM,,3.14,4.39,56,3.28,36.08,9.41,28.26,9.52,27.12,12.5,10.21,99.35,94.94,30.48,58.96,7.5,22.4,,,,,,,,,,,S,8,N,1,12.34,10.48,3,8.03,8.06,,,,,64,,,,,,0.467,,0.279,,,,1.28,,2.96,,0.105,,20,15,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.03,40.7045,Permanent
N5,,6/24/1959,10:10 AM,,18.9,18.9,49,,,25.55,26.6,,,,,,,,,,,,,,,,,,,,,N,,,,2.7,3.1,,,,460,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,-74.03,40.7045,Permanent
E2,,7/3/1951,9:25 AM,,22.8,22.8,40,,,23.1,23.1,,,,,,,,,,,,,,,,,,,,,N,,,,2.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.32,0.63,2,2,,,,,,,,-73.97,40.735333,Permanent
