,Date,Time,Weather & Air Temp:,Water Temp:,Corrected Water Temp:,Water Temp Probe,pH,Corrected pH,pH Probe,DO,Corrected DO,DO Probe,Turbidity,Turbidity Probe (NTU),Salinity,Corrected Salinity,Salinity Probe,Tide is moving,Tide Times,# Hauls,Corrected # Hauls,Common Name,Corrected Common Name,Grouped Corrected Common Name,Quantity,Corrected Quantity,Scientific Name,Instructors/ Seine Staff:,# student seiners (CLASSES ONLY),# of visitors (Public Seine ONLY),# Brought to Ed Center,"Other info (Gender, Length, Dead/Alive, other physical description)",NOTES FROM SEINEING SEASON:,NOTES FROM SEINE:
1037,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,comb jelly,comb jelly,comb jelly,16.0,16,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,0,,,
1038,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,white perch,white perch,white perch,1.0,1,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,0,,,
1039,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,atlantic menhaden,atlantic menhaden,atlantic menhaden,47.0,47,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,2,died next day,,
1040,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,pipefish,northern pipefish,northern pipefish,2.0,2,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,0,,,
1041,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,striped bass,striped bass,striped bass,1.0,1,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,1,,,
1042,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,silverside,atlantic silverside,atlantic silverside,63.0,63,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,15,,,
1043,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,moon jelly,moon jelly,jellyfish,5.0,5,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,0,,,
1044,2018-09-20,9:44 AM,78,72.0,72.0,,Faulty,,,Faulty,,,did not perform,,19,19.0,,OUT,,22,22,long clawed hermit crab,long clawed hermit crab,hermit crab,2.0,2,,"Laura, Shalita, Freshkills Park Staff, CT, HM, SH, Isa, Eliza",1st & 2nd graders,,0,,,
1045,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,tautog,tautog,tautog,3.0,3,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,0,BCM-3,,
1046,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,striped bass,striped bass,striped bass,2.0,2,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,2,,,
1047,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,ribbed mussel,ribbed mussel,mussel,1.0,1,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,1,,,
1048,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,blue crab,blue crab,blue crab,6.0,6,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,2,largest ~ 3 inches,,
1049,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,long clawed hermit crab,long clawed hermit crab,hermit crab,18.0,18,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,18,,,
1050,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,comb jelly,comb jelly,comb jelly,17.0,17,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,0,,,
1051,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,porgy,porgy,porgy,4.0,4,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,2,BCM took 2,,
1052,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,periwinkle,periwinkle,sea snail,1.0,1,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,1,,,
1053,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,winter flounder,winter flounder,flatfish,1.0,1,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,0,,,
1054,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,silverside,atlantic silverside,atlantic silverside,55.0,55,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,0,,,
1055,2018-09-21,9:40 AM,72,74.0,74.0,,8.1,8.1,,4,4.0,,45,,18,18.0,,OUT,,18,18,atlantic menhaden,atlantic menhaden,atlantic menhaden,6.0,6,,"Kathy, Laura,Isa, City Growers Staff, CT, HM, SH",2nd grade,,0,,,
1056,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,sand shrimp,sand shrimp,shrimp,4.0,4,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,4,,,
1057,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,skilletfish,skilletfish,skilletfish,1.0,1,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,1,,,
1058,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,mud snail,mud snail,sea snail,6.0,6,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,1 dead,,
1059,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,comb jelly,comb jelly,comb jelly,17.0,17,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,,,
1060,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,moon jelly,moon jelly,jellyfish,1.0,1,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,,,
1061,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,shore shrimp,shore shrimp,shrimp,6.0,6,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,6,,,
1062,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,blue crab,blue crab,blue crab,3.0,3,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,,,
1063,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,silver perch,silver perch,silver perch,4.0,4,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,1,,,
1064,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,bay anchovy,bay anchovy,bay anchovy,4.0,4,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,3 dead,,
1065,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,silverside,atlantic silverside,atlantic silverside,12.0,12,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,4,,,
1066,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,pipefish,northern pipefish,northern pipefish,2.0,2,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,0,"2.5 in, 5.5 in",,
1067,2018-10-05,11:30 AM - 12:10 PM,"67, Sunny",70.0,70.0,,8,8.0,,4,4.0,,50,,24,24.0,,,,11,11,hermit crab,unidentified hermit crab,hermit crab,10.0,10,,"Christina, Haley, Shad, Chris Bowser, DEC interns (10 seiners total)",DEC visit,,10,,,
1068,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,long clawed hermit crab,long clawed hermit crab,hermit crab,5.0,5,,"Haley, TIDES",10,,0,,,
1069,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,mud snail,mud snail,sea snail,2.0,2,,"Haley, TIDES",10,,0,,,
1070,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,moon jelly,moon jelly,jellyfish,2.0,2,,"Haley, TIDES",10,,0,,,
1071,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,comb jelly,comb jelly,comb jelly,70.0,70,,"Haley, TIDES",10,,0,,,
1072,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,atlantic silverside,atlantic silverside,atlantic silverside,5.0,5,,"Haley, TIDES",10,,0,1 dead,,
1073,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,bluefish,bluefish,bluefish,11.0,11,,"Haley, TIDES",10,,0,1 dead,,
1074,2018-10-06,9:30 AM -,"70, Cloudy",70.0,70.0,,5.5,5.5,,4.5,4.0,,27,,16,16.0,,OUT,12:55 pm - 1:55 pm,14,14,porgy,porgy,porgy,1.0,1,,"Haley, TIDES",10,,0,,,
1075,2018-10-18,4:20 PM - 5:20 PM,"53, windy and sunny",60.0,60.0,,8.49,8.49,,6,6.0,,,,14,14.0,,IN,5:14 PM - 10:38 AM,7,7,flounder,unidentified flatfish,flatfish,1.0,1,,"Christina, St. Francis",St. Francis After-School,,1,,,
1076,2018-10-18,4:20 PM - 5:20 PM,"53, windy and sunny",60.0,60.0,,8.49,8.49,,6,6.0,,,,14,14.0,,IN,5:14 PM - 10:38 AM,7,7,striped bass,striped bass,striped bass,8.0,8,,"Christina, St. Francis",St. Francis After-School,,5,,,
1077,2018-10-18,4:20 PM - 5:20 PM,"53, windy and sunny",60.0,60.0,,8.49,8.49,,6,6.0,,,,14,14.0,,IN,5:14 PM - 10:38 AM,7,7,silverside,atlantic silverside,atlantic silverside,13.0,13,,"Christina, St. Francis",St. Francis After-School,,6,,,
1078,2018-10-18,4:20 PM - 5:20 PM,"53, windy and sunny",60.0,60.0,,8.49,8.49,,6,6.0,,,,14,14.0,,IN,5:14 PM - 10:38 AM,7,7,herring,unidentified herring,herring,2.0,2,,"Christina, St. Francis",St. Francis After-School,,0,alewife?,,
1079,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,mud snail,mud snail,sea snail,117,117,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1080,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,periwinkle,periwinkle,sea snail,3,3,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,1,,,
1081,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,silverside,atlantic silverside,atlantic silverside,4,4,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,3,,,
1082,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,ribbed mussel,ribbed mussel,mussel,3,3,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1083,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,sandworm,sandworm,polychaete worm,1,1,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1084,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,soft shell clam,clam,clam,3,3,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1085,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,herring,unidentified herring,herring,1,1,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1086,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,unidentified shrimp,unidentified shrimp,unidentified shrimp,44,44,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,"Not sure who wrote down this measurement, and it's accuracy. A combo of shore and sand shrimp",,
1087,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,tomcod,atlantic tomcod,atlantic tomcod,5,5,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,2,,,
1088,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,bay anchovy,bay anchovy,bay anchovy,50,50,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,1 died,,2 nets used
1089,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,striped bass,striped bass,striped bass,5,5,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,5,,,
1090,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,skilletfish,skilletfish,skilletfish,1,1,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1091,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,shore shrimp,shore shrimp,shrimp,10,10,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,10,,,
1092,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,sand shrimp,sand shrimp,shrimp,15,15,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1093,2019-05-30,9:30 AM - 12:30 PM,,66.0,66.0,63.6,,,7.9,,,9.57,,48.1,,,17.47,OUT,"High Tide: 6:44 AM, Low Tide: 12:26 PM",24.0,24,tautog,tautog,tautog,1,1,,"Vol: Laura + 3 new + AMNH, Staff: LO, SH, + Summer Associates, CT, HM",Elementary grades,,,,,
1094,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,herring,unidentified herring,herring,7,7,,"HM, PP, IDB",,120,,"6 Larvae, 1 unidentified",,2 nets used
1095,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,northern pipefish,northern pipefish,northern pipefish,1,1,,"HM, PP, IDB",,120,1,,,
1096,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,atlantic tomcod,atlantic tomcod,atlantic tomcod,11,11,,"HM, PP, IDB",,120,,,,
1097,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,bluefish,bluefish,bluefish,1,1,,"HM, PP, IDB",,120,,,,
1098,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,tautog,tautog,tautog,1,1,,"HM, PP, IDB",,120,,,,
1099,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,shore shrimp,shore shrimp,shrimp,44,44,,"HM, PP, IDB",,120,,,,
1100,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,sand shrimp,sand shrimp,shrimp,13,13,,"HM, PP, IDB",,120,,,,
1101,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,blue crab,blue crab,blue crab,3,3,,"HM, PP, IDB",,120,,"YOY < 1""",,
1102,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,ribbed mussel,ribbed mussel,mussel,2,2,,"HM, PP, IDB",,120,,,,
1103,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,soft shell clam,clam,clam,1,1,,"HM, PP, IDB",,120,,,,
1104,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,perriwinkle,periwinkle,sea snail,6,6,,"HM, PP, IDB",,120,,,,
1105,2019-06-01,11:15 AM - 1:00 PM,Sunny,69.9,69.9,,,,9.8,,,9.18,,12.2,,,17.51,OUT,"High Tide: 7:57 AM, Low Tide: 1:48 PM",27.0,27,mud snail,mud snail,sea snail,44,44,,"HM, PP, IDB",,120,,,,
1106,2019-06-12,4:15 PM - 5:20 PM,78,66.0,66.0,72.0,7.96,7.96,7.7,6,6.0,8,,21,17,17.0,16.7,IN,"High Tide: 5:53 AM, Low Tide: 11:11 AM",6.0,6,atlantic menhaden,atlantic menhaden,atlantic menhaden,3,3,,"Christina, Haley",9 (8 seined),,,"larvae, maybe herring 1 dorsal fin, forked tail 2-2.5 cm",,
1107,2019-06-12,4:15 PM - 5:20 PM,78,66.0,66.0,72.0,7.96,7.96,7.7,6,6.0,8,,21,17,17.0,16.7,IN,"High Tide: 5:53 AM, Low Tide: 11:11 AM",6.0,6,shore shrimp,shore shrimp,shrimp,1,1,,"Christina, Haley",9 (8 seined),,,,,
1108,2019-06-12,4:15 PM - 5:20 PM,78,66.0,66.0,72.0,7.96,7.96,7.7,6,6.0,8,,21,17,17.0,16.7,IN,"High Tide: 5:53 AM, Low Tide: 11:11 AM",6.0,6,silverside,atlantic silverside,atlantic silverside,5,5,,"Christina, Haley",9 (8 seined),,,,,"1 net used, very high high tide, lots of trash hauled in!"
1109,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,tomcod atlantic n,atlantic tomcod,atlantic tomcod,22,22,,"CT,LO,Peter",,,0,,,
1110,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,tautog blackfish n,tautog,tautog,1,1,,"CT,LO,Peter",,,0,,,
1111,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,silverside atlantic n,atlantic silverside,atlantic silverside,22,22,,"CT,LO,Peter",,,0,,,
1112,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,herring blueback n,blueback herring,herring,1,1,,"CT,LO,Peter",,,0,,,
1113,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,bluefish n,bluefish,bluefish,2,2,,"CT,LO,Peter",,,0,,,
1114,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,sand shrimp,sand shrimp,shrimp,5,5,,"CT,LO,Peter",,,0,,,
1115,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,softshell clam steamer clam,clam,clam,2,2,,"CT,LO,Peter",,,0,,,
1116,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,mussel ribbed,ribbed mussel,mussel,5,5,,"CT,LO,Peter",,,0,,,
1117,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,mudsnail eastern,mud snail,sea snail,10,10,,"CT,LO,Peter",,,0,,,
1118,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"CT,LO,Peter",,,0,,,
1119,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,grass shrimp shore shrimp,grass shrimp shore shrimp,shrimp,2,2,,"CT,LO,Peter",,,0,,,
1120,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,clam worm sandworm,polychaete worm,polychaete worm,1,1,,"CT,LO,Peter",,,0,,,"9 hauls on north side using white net, 9 hauls on south side using light green net"
1121,2019-06-22,6:00pm-7:30pm,78,70.0,70.0,71.0,8.3,8.3,7.95,6-7,6.0,9.21,,23.6,,,13.81,OUT,"High Tide: 1:27 PM, Low TideL 6:50 PM",18.0,18,periwinkle common,periwinkle,sea snail,1,1,,"CT,LO,Peter",,,0,,,
1122,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,mudsnail eastern,mud snail,sea snail,9,9,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,,,
1123,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,bluefish n,bluefish,bluefish,4,4,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,"8 cm, smallest 3 cm",,
1124,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,moon jelly,moon jelly,jellyfish,3,3,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,,,
1125,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,silverside atlantic n,atlantic silverside,atlantic silverside,8,8,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,9.5 cm largest,,
1126,2019-06-26,2:12pm-n/a,"85, sunny",,,73.0,8.04,8.04,8.05,8,8.0,8.3,,12.9,13,13.0,12.5,IN,"High Tide:4:52 PM, Low Tide: 10:15 AM",11.0,11,hermit crab longwristed,long clawed hermit crab,hermit crab,1,1,,"Lhana, CMT, Shad, Haley",,Corp/Conservancy staff seine,0,,,
